"national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue.Yes","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk.Yes","oe_constraint.Yes","ppap_risk.Yes","stop_auto_buy.Yes","rev_stop.Yes","went_on_backorder.Yes"
0,2,0,11,15,19,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0,1,0,1
1,4,0,0,0,0,1,1,1,1,0,0,0,0.87,0.9,0,0,0,0,1,0,1
11,2,0,0,0,0,0,0,0,0,0,0,0,0.99,0.95,0,1,0,0,1,0,0
0,2,0,160,180,220,157,158,161,161,87,0,0,0.1,0.05,0,1,0,0,1,0,1
1180,12,0,0,0,0,18,48,154,245,81,0,0,-99,0.25,0,0,0,0,0,0,0
83,8,0,8,8,26,7,26,56,90,12,0,0,0.34,0.39,0,0,0,1,1,0,0
123,9,35,74,164,236,18,84,140,220,21,0,0,0.86,0.84,0,0,0,0,1,0,0
1,2,10,0,0,0,0,1,4,6,0,0,0,0.6,0.78,0,0,0,0,1,0,0
34,8,0,96,192,288,23,56,108,204,16,0,0,0.75,0.72,0,0,0,0,1,0,1
6,12,9,6,12,18,4,18,21,21,2,0,0,0.68,0.65,0,0,0,0,1,0,1
12,4,0,0,0,0,0,0,0,0,0,0,0,0.79,0.66,0,0,0,0,1,0,0
27,8,0,0,0,0,1,1,2,3,1,0,0,0.57,0.74,0,0,0,0,1,0,0
0,8,0,2,4,5,2,2,4,6,1,0,0,0.98,0.99,0,0,0,0,1,0,1
1,8,0,100,100,100,6,14,40,63,0,0,0,-99,-99,0,0,0,0,1,0,1
1,12,0,5,8,12,0,4,7,7,0,0,0,0.78,0.78,0,1,0,0,0,0,1
0,12,0,1,1,1,0,0,1,1,0,0,0,0.63,0.72,0,0,0,1,1,0,1
58,8,1,24,48,72,11,34,69,94,29,0,0,0.96,0.97,0,0,0,0,1,0,0
1,8,0,4,7,10,3,5,8,10,2,0,0,0.43,0.46,0,0,0,1,1,0,1
13,8,4,76,136,200,22,76,129,179,30,0,0,0.66,0.69,0,0,0,0,1,0,0
54,8,0,10,45,85,29,58,109,195,0,0,0,0.8,0.82,0,0,0,0,1,0,0
4,2,0,1,1,1,0,0,0,0,1,0,0,0.68,0.64,0,1,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0.53,0.54,0,0,0,0,1,0,1
0,8,0,8,8,8,0,0,0,0,4,0,0,0.79,0.71,0,1,0,1,1,0,1
10,2,0,0,6,10,3,7,22,29,1,0,0,0.85,0.76,0,0,0,0,1,0,1
31,2,0,60,90,120,18,39,69,71,3,0,0,0.91,0.89,0,1,0,0,1,0,1
1,8,0,16,24,34,8,14,19,29,0,0,0,0.91,0.89,0,0,0,0,1,0,1
2,2,4,21,41,55,9,24,34,61,0,0,0,0.97,0.96,0,0,0,0,1,0,1
15,4,0,0,6,20,0,2,10,17,1,0,0,0.88,0.78,0,0,0,0,1,0,1
6,2,0,6,18,20,2,5,13,28,0,0,0,0.85,0.89,0,0,0,1,1,0,1
0,8,0,16,32,44,2,8,20,24,3,0,0,0.84,0.77,0,0,0,0,1,0,1
2,52,0,0,0,0,0,0,0,0,1,0,0,0.85,0.9,0,1,0,1,0,0,0
0,9,0,4,5,5,2,11,14,19,0,0,0,1,0.99,0,0,0,0,1,0,1
3,8,0,0,0,0,0,0,0,0,0,0,0,-99,-99,0,0,0,1,1,0,0
2,8,0,23,38,48,6,12,36,51,1,0,0,0.98,0.99,0,0,0,0,1,0,1
0,2,0,12,12,12,0,4,7,9,1,0,0,0.69,0.71,0,1,0,1,1,0,1
5,4,2,0,0,0,0,0,0,0,0,0,0,0.24,0.14,0,1,0,0,1,0,0
0,2,0,72,108,108,0,0,0,0,4,0,0,0.67,0.55,0,1,0,0,0,0,1
1,14,0,20,32,40,6,21,31,49,15,0,0,0.38,0.44,0,0,0,0,1,0,1
2,8,0,19,28,46,2,8,16,26,0,0,0,0.17,0.33,0,0,0,0,1,0,1
10,12,0,2,2,2,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
125,12,15,0,28,56,19,54,99,165,25,0,0,0.74,0.63,0,0,0,0,1,0,0
9,8,0,64,64,64,5,14,31,45,0,0,0,0,0,0,0,0,0,1,0,1
81,2,115,0,100,200,26,74,158,238,28,0,0,0.98,0.99,0,0,0,0,1,0,0
0,2,0,192,336,480,20,49,50,50,47,0,0,0.35,0.27,0,0,0,1,1,0,1
0,5,0,11,20,23,0,0,0,0,0,0,0,0.68,0.69,0,1,0,1,1,0,1
1,2,0,18,27,45,5,10,18,24,2,0,0,0.85,0.76,0,0,0,0,1,0,1
61,8,1,211,382,496,92,207,324,547,33,0,0,0.79,0.66,0,0,0,0,1,0,1
0,8,0,47,75,103,9,21,42,59,3,0,0,0.05,0.12,0,0,0,1,1,0,1
16,12,0,0,13,20,1,3,11,18,1,0,0,0.99,0.99,0,0,0,0,1,0,0
2,8,0,24,36,54,7,15,20,37,2,0,0,0.78,0.74,0,0,0,0,1,0,1
0,8,0,52,82,122,10,34,75,101,0,0,0,0.78,0.74,0,0,0,0,1,0,1
3,2,0,0,1,2,0,1,2,2,0,0,0,0.99,0.99,0,1,0,0,1,0,0
35,8,0,0,0,8,5,9,12,24,3,0,0,0.46,0.18,0,0,0,0,0,0,1
14,2,0,0,0,0,1,5,6,9,0,0,0,0.94,0.92,0,0,0,0,1,0,0
1,8,0,21,39,57,10,24,50,69,0,0,0,0.99,0.99,0,0,0,0,1,0,1
11,2,0,0,0,0,0,0,0,0,1,0,0,0.95,0.96,0,1,0,1,1,0,0
202,8,0,0,0,0,0,4,5,12,2,0,0,0.93,0.82,0,0,0,0,1,0,0
33,8,0,19,38,76,13,28,67,112,7,0,0,0.93,0.96,0,0,0,0,1,0,0
0,8,2,1,1,1,1,1,2,2,0,0,0,0.84,0.89,0,1,0,0,1,0,1
2,2,0,40,60,80,3,15,22,22,2,0,0,0.95,0.84,0,0,0,0,0,0,1
0,12,0,1,1,1,0,0,0,0,0,0,0,0.78,0.78,0,1,0,1,1,0,1
0,2,0,6,7,7,0,0,0,0,0,0,0,0.53,0.54,0,1,0,0,1,0,1
34,4,0,0,0,0,1,2,4,7,0,0,0,0.73,0.78,0,0,0,0,1,0,0
500,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
10,8,0,0,8,12,1,22,27,33,1,0,0,0.95,0.96,0,0,0,0,1,0,1
6,2,0,25,25,25,3,13,28,44,2,0,0,0.81,0.82,0,0,0,0,1,0,1
96,8,4,32,115,209,19,72,157,276,21,0,0,0.9,0.94,0,0,0,0,1,0,0
115,8,6,90,180,270,28,85,169,266,34,0,0,0.99,0.99,0,0,0,0,1,0,0
14,12,49,159,290,422,49,133,253,355,49,0,0,0.51,0.51,0,0,0,0,1,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.16,0,1,0,0,1,0,0
15,12,0,0,0,0,0,1,4,12,0,0,0,1,0.96,0,0,0,0,1,0,0
0,8,0,28,56,70,7,17,26,39,2,0,0,0.98,0.97,0,0,0,0,1,0,1
8,9,0,0,0,0,0,0,0,1,1,0,0,0.99,0.98,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9,0,23,34,56,8,19,36,57,0,0,0,0.98,0.98,0,0,0,0,1,0,1
26,12,0,0,0,0,3,83,88,98,3,0,0,0.63,0.72,0,0,0,0,1,0,0
8,2,0,0,0,0,0,1,1,3,0,0,0,0.68,0.64,0,0,0,0,1,0,0
0,8,0,142,242,242,0,0,0,0,11,0,0,0.41,0.47,0,1,0,0,1,0,1
81,2,0,0,0,0,2,11,14,19,0,0,0,0.98,0.97,0,0,0,0,1,0,0
2,10,0,0,0,0,0,0,0,0,1,0,0,0.89,0.9,0,0,0,0,1,0,0
10,16,0,0,0,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0,1,0,0
93,8,10,32,80,144,14,55,106,156,20,0,0,0.96,0.95,0,0,0,0,1,0,0
3,8,0,0,0,0,0,1,1,1,1,0,0,0.96,0.97,0,0,0,0,1,0,0
0,2,0,4,7,9,2,4,8,11,0,0,0,1,1,0,0,0,0,1,0,1
56,2,0,0,36,63,10,56,100,123,18,0,0,1,1,0,0,0,0,1,0,1
86,2,20,84,204,312,33,98,218,239,28,0,0,0.76,0.72,0,0,0,0,1,0,0
12,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
6,8,0,0,0,0,2,2,2,2,1,0,0,1,0.94,0,0,0,0,1,0,0
2,8,0,10,15,20,4,6,10,16,0,0,0,0.99,0.99,0,0,0,0,1,0,1
8,8,0,15,15,30,3,11,20,25,1,0,0,0.92,0.93,0,0,0,0,1,0,1
0,2,0,11,11,11,0,0,0,0,1,0,0,0.98,0.99,0,1,0,0,1,0,1
274,2,0,0,0,0,22,37,119,119,34,0,0,0.24,0.28,0,1,0,0,1,0,0
10,2,0,0,12,12,2,2,2,2,1,0,0,0.96,0.95,0,1,0,0,1,0,1
0,2,0,6,6,6,0,0,0,0,1,0,0,0.94,0.92,0,1,0,0,1,0,1
2,4,0,3,4,5,3,6,9,10,0,0,0,0.73,0.78,0,0,0,0,1,0,0
11,8,0,0,0,0,0,0,0,0,1,0,0,0.84,0.9,0,0,0,0,1,0,0
20,12,20,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
19,2,0,11,11,11,12,12,12,12,0,0,0,0.9,0.89,0,1,0,0,1,0,1
1,9,0,10,10,10,3,11,17,19,0,0,0,0.68,0.66,0,0,0,0,1,0,1
0,8,0,10,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
113,8,0,200,350,650,67,188,383,4196,18,0,0,0.82,0.91,0,0,0,0,1,0,1
0,10,0,0,0,0,0,0,0,0,0,0,0,0.8,0.77,0,0,0,1,1,0,0
30,9,0,41,85,119,14,39,77,122,14,0,0,0.99,0.98,0,0,0,0,1,0,0
1,8,0,59,84,109,6,26,43,66,2,0,0,1,0.99,0,0,0,0,1,0,1
0,12,0,9,9,9,1,8,10,19,0,0,0,0.78,0.78,0,0,0,1,1,0,1
1,2,0,5,13,20,3,6,16,22,2,0,0,0.75,0.72,0,0,0,0,1,0,1
6,2,0,0,3,6,1,1,3,10,1,0,0,0.97,0.94,0,0,0,0,1,0,0
3,2,0,4,8,12,1,4,6,11,1,0,0,0.91,0.93,0,0,0,0,1,0,1
0,9,0,5,5,5,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
0,2,0,36,72,108,10,25,59,83,0,0,0,0.94,0.9,0,0,0,0,1,0,1
27,2,0,0,0,0,1,2,3,3,0,0,0,1,0.98,0,1,0,0,1,0,0
2,8,0,1,2,4,0,1,2,4,0,0,0,0.8,0.82,0,0,0,0,1,0,1
22,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
11,4,1,0,0,0,5,5,5,5,0,0,0,0.73,0.78,0,1,0,0,1,0,0
124,2,3,0,0,100,24,65,106,182,18,0,0,0.96,0.96,0,0,0,0,1,0,0
0,2,0,4,4,4,0,0,0,0,0,0,0,0.84,0.66,0,1,0,0,1,0,1
0,2,0,120,170,240,0,0,1,1,0,0,0,0.77,0.81,0,1,0,0,1,0,1
10,2,0,63,63,84,15,16,22,22,18,0,0,0.28,0.28,0,1,0,0,1,0,1
258,8,1,0,0,0,3,25,49,104,18,0,0,0.81,0.89,0,1,0,0,1,0,0
13,12,0,21,45,78,12,38,67,99,0,0,0,0.78,0.78,0,0,0,0,1,0,1
6,2,0,10,15,25,7,21,46,65,0,0,0,0.8,0.82,0,0,0,0,1,0,1
0,8,0,21,31,41,8,16,22,36,0,0,0,0.98,0.99,0,0,0,0,1,0,1
156,8,50,415,670,935,173,408,474,718,136,0,0,0.91,0.93,0,0,0,0,1,0,1
0,12,0,204,204,204,0,0,0,0,0,0,0,0.95,0.86,0,1,0,1,1,0,1
0,4,0,8,12,12,0,0,0,0,0,0,0,0.85,0.78,0,1,0,1,1,0,1
0,8,0,3,4,6,1,2,3,3,0,0,0,0.8,0.83,0,0,0,0,1,0,1
2,8,0,20,20,20,2,4,7,11,0,0,0,0.6,0.47,0,0,0,1,1,0,1
44,12,17,51,51,51,7,34,73,116,10,0,0,0.66,0.69,0,0,0,1,1,0,0
0,3,0,20,20,30,5,10,16,21,0,0,0,1,0.99,0,0,0,0,1,0,1
19,2,0,17,52,70,0,0,0,0,0,0,0,0.91,0.94,0,0,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.97,0,0,0,0,1,0,0
1,8,0,3,8,10,0,4,6,9,8,0,0,0.99,0.99,0,0,0,0,1,0,1
0,2,0,39,58,77,8,20,36,63,9,0,0,0.99,0.99,0,0,0,0,1,0,1
0,8,0,0,0,0,0,0,1,4,0,0,0,0.79,0.66,0,1,0,0,1,0,0
0,2,0,13,17,17,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0,1,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0.42,0.36,0,1,0,0,1,0,0
0,2,3,9,9,9,0,0,0,0,0,0,0,0.91,0.89,0,1,0,0,1,0,1
96,8,0,0,0,0,0,2,6,6,0,0,0,0.7,0.73,0,0,0,0,1,0,0
9,8,0,0,0,0,0,0,1,1,0,0,0,0.89,0.78,0,1,0,0,1,0,0
230,2,12,92,245,289,44,135,270,430,58,0,0,1,1,0,0,0,0,1,0,0
27,3,0,54,108,162,27,74,115,166,0,0,0,0.94,0.9,0,0,0,0,1,0,1
7,8,0,8,26,35,1,6,12,27,1,0,0,1,0.99,0,0,0,0,1,0,1
3,8,0,10,10,10,1,6,7,7,1,0,0,1,0.94,0,0,0,0,1,0,1
8,9,0,7,14,21,3,8,25,38,0,0,0,1,1,0,0,0,0,1,0,1
0,8,0,5,5,5,2,3,11,26,8,0,0,0.97,0.98,0,0,0,1,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0,1,1,0,0
13,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,0,1,0,0
1,8,0,18,28,38,9,15,24,36,1,0,0,0.98,0.99,0,0,0,0,1,0,1
0,9,0,24,30,36,10,19,25,42,0,0,0,0.99,0.98,0,0,0,0,1,0,1
10,8,0,16,32,48,6,28,64,75,2,0,0,0.58,0.57,0,0,0,0,1,0,1
5,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0,0,0,1,1,0,1
0,5,0,16,16,16,1,1,1,1,0,0,0,0.68,0.69,0,1,0,1,1,0,1
538,8,67,225,585,855,92,352,754,1068,152,0,0,0.98,0.99,0,0,0,0,1,0,0
37,2,0,44,132,176,11,43,110,182,5,0,0,0.96,0.92,0,0,0,0,1,0,1
0,9,0,3,5,6,1,2,4,6,2,0,0,0.68,0.66,0,0,0,1,1,0,1
28,0,0,374,549,549,30,92,167,244,37,0,0,0,0,0,0,0,1,1,0,1
21,4,0,0,0,10,0,3,7,16,0,0,0,1,1,0,0,0,1,1,0,0
21,4,0,10,20,20,70,90,100,140,0,0,0,0.73,0.78,0,0,0,0,1,0,1
1,9,0,7,13,17,34,73,100,149,0,0,0,0.87,0.72,0,0,0,0,1,0,1
580,8,0,0,380,570,55,194,425,706,100,0,0,0.97,0.96,0,0,0,0,1,0,0
0,2,0,1987,2467,3007,1,1,1,1,74,0,0,0.66,0.4,0,0,0,0,1,0,1
50,8,0,0,120,120,10,26,46,65,18,0,0,0.99,0.94,0,0,0,0,1,0,0
2,8,0,8,12,16,6,11,17,21,2,0,0,0.99,0.97,0,0,0,0,1,0,1
16,8,0,0,0,0,0,0,1,3,0,0,0,0.99,0.98,0,0,0,0,1,0,0
3,8,0,0,0,0,0,0,0,0,1,0,0,0.98,0.97,0,0,0,0,1,0,1
0,8,0,2,4,5,2,3,3,3,1,0,0,0.81,0.82,0,0,0,0,1,0,1
2,8,1,2,5,6,1,4,8,11,0,0,0,0.98,0.96,0,0,0,0,1,0,0
4,8,0,168,240,264,37,68,107,284,16,0,0,0.92,0.84,0,0,0,1,1,0,1
0,8,0,30,30,30,2,10,12,20,0,0,0,0.99,0.99,0,0,0,0,1,0,1
19,8,3,47,89,124,11,42,68,104,18,0,0,0.95,0.96,0,0,0,0,1,0,0
23,2,11,0,27,45,3,12,37,69,2,0,0,0.91,0.93,0,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,1
110,2,0,0,0,0,15,38,334,420,0,0,0,0.58,0.6,0,0,0,1,1,0,1
5,2,0,4,8,12,1,4,10,17,0,0,0,0.97,0.92,0,0,0,0,1,0,1
1,2,0,3,5,6,1,2,4,6,0,0,0,0.99,0.98,0,1,0,0,1,0,1
5,4,0,1,3,3,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
60,8,0,90,90,90,0,0,0,0,0,0,0,0.99,0.97,0,0,0,0,1,0,0
0,2,0,8,12,16,5,6,6,9,0,0,0,0.53,0.43,0,1,0,0,1,0,1
30,8,0,0,0,0,0,2,9,15,4,0,0,0.95,0.95,0,0,0,0,1,0,0
3,2,0,88,88,88,39,66,66,66,0,0,0,0.62,0.62,0,1,0,0,1,0,1
0,2,0,44,44,68,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,9,0,10,14,18,4,7,7,7,0,0,0,0.86,0.84,0,0,0,0,1,0,1
15,12,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,1,0,1
0,4,0,10,11,11,23,55,114,159,0,0,0,0.73,0.78,0,0,0,0,1,0,1
13,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
0,8,0,2,2,3,2,2,3,6,0,0,0,0.96,0.97,0,0,0,0,1,0,1
4,2,0,2,2,2,2,7,7,7,0,0,0,-99,-99,0,1,0,0,1,0,1
1,8,0,2,4,5,0,2,3,4,0,0,0,0.12,0.38,0,0,0,0,1,0,1
2,52,0,6,6,6,0,0,0,1,0,0,0,0.99,0.99,0,1,0,0,0,0,0
38,8,6,24,74,74,8,26,44,75,17,0,0,0.66,0.69,0,0,0,0,1,0,0
3,8,0,24,24,24,2,16,28,40,1,0,0,0.5,0.35,0,0,0,0,1,0,1
35,8,6,91,155,219,32,81,149,232,26,0,0,0.87,0.9,0,0,0,0,1,0,1
0,9,0,14,22,30,2,7,11,18,2,0,0,0.68,0.66,0,0,0,0,1,0,1
2,8,0,0,0,0,0,0,0,1,0,0,0,0.83,0.86,0,0,0,0,1,0,0
3,8,0,0,0,1,0,1,2,2,0,0,0,0.5,0.4,0,0,0,0,1,0,1
1,10,0,4,6,12,2,6,12,15,0,0,0,0.89,0.9,0,0,0,0,1,0,1
11,2,0,20,40,60,6,18,47,67,11,0,0,0.98,0.99,0,0,0,0,1,0,1
1,9,10,15,35,50,8,13,20,28,0,0,0,0.99,0.99,0,0,0,0,1,0,1
0,10,0,15,21,30,4,10,12,16,0,0,0,0.89,0.9,0,0,0,0,1,0,1
9,2,0,0,0,0,0,2,5,6,0,0,0,0.85,0.76,0,0,0,1,1,0,1
1,3,0,4,4,4,3,10,11,14,1,0,0,0.94,0.97,0,0,0,0,1,0,1
9,2,0,0,0,12,3,3,5,6,1,0,0,0.99,0.93,0,1,0,0,1,0,0
5987,12,12,0,0,0,167,793,1548,2173,200,0,0,0.93,0.89,0,0,0,0,1,0,0
5,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.87,0,0,0,1,1,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,0,1,0,0
7,12,0,6,13,13,0,4,11,15,5,0,0,0.78,0.78,0,0,0,1,1,0,0
3,2,10,0,10,10,0,0,0,0,1,0,0,0.44,0.66,0,1,0,0,1,0,0
5,2,14,62,162,260,47,139,171,171,0,0,0,0.96,0.96,0,0,0,0,1,0,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0.42,0.36,0,0,0,0,1,0,1
14,2,0,0,7,11,8,12,13,13,0,0,0,0.81,0.85,0,0,0,1,1,0,1
0,4,0,50,95,132,0,0,0,0,1,0,0,1,0.98,0,0,0,0,1,0,1
0,2,0,250,250,250,0,0,0,0,3,0,0,0.92,0.95,0,0,0,1,1,0,1
0,2,0,540,540,540,0,0,0,0,8,0,0,0.96,0.96,0,0,0,1,1,0,1
4,8,0,10,20,20,2,5,12,18,1,0,0,1,0.88,0,0,0,1,1,0,1
15,8,0,0,0,0,1,6,6,7,2,0,0,0.35,0.54,0,0,0,1,1,0,1
58,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
158,4,64,64,176,272,20,111,292,424,25,0,0,0.73,0.78,0,0,0,0,1,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
16,8,0,0,0,0,0,0,3,4,1,0,0,0.97,0.97,0,1,0,0,1,0,0
127,8,2,208,208,208,30,88,175,300,25,0,0,0.83,0.83,0,0,0,0,1,0,1
14,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
0,6,0,12,24,30,0,7,9,17,0,0,0,0.78,0.78,0,0,0,1,1,0,1
3,12,0,0,0,0,0,0,0,2,1,0,0,0.63,0.72,0,0,0,1,1,0,0
7,8,0,0,4,8,1,3,7,9,0,0,0,0.85,0.78,0,0,0,0,1,0,0
5,8,0,13,22,34,3,10,18,26,0,0,0,0.78,0.74,0,0,0,0,1,0,1
61,8,15,81,189,270,23,108,196,311,21,0,0,0.46,0.45,0,0,0,0,1,0,0
0,12,0,9,14,20,1,6,6,11,0,0,0,0.78,0.78,0,0,0,0,1,0,1
5,9,0,16,26,46,5,10,22,35,0,0,0,0.68,0.66,0,0,0,0,1,0,1
2,2,0,3,5,8,1,2,5,6,0,0,0,0.99,0.99,0,0,0,0,1,0,1
12,10,0,0,6,12,0,2,9,13,0,0,0,0.89,0.9,0,0,0,0,1,0,1
25,2,0,0,0,0,0,2,3,3,0,0,0,0.96,0.93,0,0,0,0,1,0,0
81,2,0,0,0,0,9,18,44,58,0,0,0,0.85,0.56,0,0,0,0,1,0,0
12,8,0,0,0,10,0,1,7,14,2,0,0,0.86,0.9,0,1,0,0,1,0,0
0,8,0,15,23,33,3,10,14,20,0,0,0,0.86,0.88,0,0,0,0,1,0,1
9,8,0,12,28,42,5,21,39,59,0,0,0,0.97,0.95,0,0,0,0,1,0,0
0,2,0,11,11,11,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,1
0,2,0,4,7,8,0,0,0,0,0,0,0,0.42,0.36,0,1,0,1,1,0,1
0,2,0,89,89,89,0,0,0,0,0,0,0,0.07,0.24,0,0,0,0,1,0,1
0,8,0,2,2,2,0,0,0,0,0,0,0,0.42,0.36,0,1,0,0,1,0,1
20,8,0,0,0,20,2,13,21,29,0,0,0,0.99,0.99,0,0,0,0,1,0,0
11,8,0,0,6,14,10,26,41,63,17,0,0,0.45,0.57,0,0,0,0,1,0,1
2,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.54,0,0,0,0,1,0,0
0,2,0,2,2,2,0,0,0,1,0,0,0,0,0.02,0,0,0,0,1,0,1
15,8,0,0,0,0,0,2,9,22,0,0,0,1,1,0,0,0,0,1,0,1
104,8,0,0,0,0,2,8,8,12,8,0,0,0.95,0.97,0,0,0,0,1,0,0
51,8,0,0,0,0,3,9,18,27,1,0,0,0.84,0.77,0,0,0,0,1,0,0
151,8,58,135,345,474,62,239,477,694,94,0,0,0.99,0.99,0,0,0,0,1,0,0
2,8,0,0,0,0,0,0,0,0,2,0,0,0.7,0.73,0,0,0,0,1,0,0
0,12,0,204,204,204,0,0,0,0,0,0,0,0.95,0.86,0,1,0,1,1,0,1
2,8,0,0,0,0,0,0,0,0,0,0,0,0.17,0.33,0,0,0,0,1,0,0
5,9,0,0,0,0,0,0,0,0,1,0,0,0.87,0.72,0,0,0,0,1,0,0
5,8,0,0,0,0,0,0,0,0,0,0,0,0.17,0.33,0,0,0,1,1,0,0
4,8,1,1,1,1,0,4,7,7,1,0,0,0.99,0.9,0,1,0,0,1,0,1
13,12,0,21,35,49,8,24,25,25,0,0,0,0.38,0.47,0,0,0,0,0,0,1
2,2,0,0,8,8,0,1,2,3,0,0,0,0.98,0.98,0,0,0,0,1,0,1
37,52,0,0,0,0,0,1,3,4,2,0,0,0.99,0.93,0,0,0,0,1,0,0
0,2,0,6,9,9,0,0,0,0,0,0,0,1,0.99,0,1,0,0,1,0,1
200,2,0,295,729,1375,99,243,293,293,0,0,0,0.96,0.96,0,0,0,0,1,0,1
0,2,0,4,4,4,0,0,0,0,1,0,0,0.83,0.86,0,0,0,0,1,0,1
104,0,0,0,0,0,2,11,16,24,2,0,0,0,0,0,0,0,0,0,0,0
0,9,0,1,1,1,1,3,6,8,3,0,0,0.99,0.98,0,0,0,0,1,0,1
0,0,0,5,10,14,4,8,11,15,2,0,0,0,0,0,0,0,1,0,0,1
3,9,0,0,1,2,0,1,2,3,0,0,0,0.9,0.82,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0
-85,12,0,126,126,126,0,110,141,187,140,0,0,0,0.01,0,0,0,0,1,0,1
15,9,0,0,0,0,0,0,0,0,0,0,0,0.86,0.84,0,0,0,0,1,0,0
262,8,0,0,0,0,4,14,33,48,0,0,0,0.99,0.99,0,0,0,0,1,0,0
9,9,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,1,0,0,1,0,0
13,6,0,84,84,84,14,23,44,79,11,0,0,0.78,0.78,0,0,0,0,1,0,1
1416,8,11,0,0,0,20,81,160,264,76,0,0,0,0,0,0,0,0,1,0,0
0,8,0,9,18,18,3,9,16,22,1,0,0,1,1,0,0,0,0,1,0,1
14,8,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0
0,2,0,4,5,5,0,0,0,0,0,0,0,0.1,0.13,0,1,0,1,1,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,0,0,1,1,0,0
22,8,0,0,0,0,0,1,1,1,0,0,0,0.9,0.9,0,0,0,0,1,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,1,1,0,0
101,9,0,0,0,0,0,4,4,5,0,0,0,1,1,0,0,0,0,1,0,0
12,8,10,20,50,80,7,30,57,69,7,0,0,0.7,0.84,0,0,0,0,1,0,1
16,2,0,47,77,107,11,21,42,71,17,0,0,0.99,0.94,0,0,0,0,1,0,0
294,5,155,912,1584,2352,229,698,1365,1422,149,0,0,0.69,0.69,0,0,0,0,1,0,0
2,8,0,0,0,0,0,0,0,1,0,0,0,0.85,0.89,0,0,0,0,1,0,1
1,9,0,1,1,1,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
382,2,15,224,448,672,47,148,271,334,70,0,0,0.75,0.72,0,1,0,0,1,0,0
6,2,0,4,8,14,0,16,22,30,1,0,0,0.87,0.93,0,0,0,0,1,0,1
0,12,0,4,5,7,2,3,5,7,2,0,0,0.87,0.93,0,0,0,0,1,0,1
15,9,0,0,0,0,0,0,0,0,1,0,0,0.99,0.98,0,0,0,0,1,0,0
